,Location,Number of rooms,Floor number,Area of apartment,Price,Currency,Date,Condition,Document status
23502,Həzi Aslanov m.,3 otaqlı,6/16 mərtəbə,101 m²,170 000,AZN,2021-12-02,Təmirsiz,Çıxarış var
23503,Masazır q.,1 otaqlı,11/11 mərtəbə,45.7 m²,60 000,AZN,2024-10-29,Təmirli,Çıxarış var
23504,8 Noyabr m.,3 otaqlı,10/18 mərtəbə,137 m²,325 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23505,20 Yanvar m.,4 otaqlı,14/17 mərtəbə,118 m²,318 000,AZN,2024-10-29,Təmirli,Müqavilə
23506,Şıxov q.,2 otaqlı,5/6 mərtəbə,83.4 m²,183 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23507,Nərimanov r.,3 otaqlı,10/12 mərtəbə,103 m²,325 000,AZN,2024-08-09,Təmirli,Çıxarış var
23508,Nərimanov r.,2 otaqlı,16/17 mərtəbə,60 m²,175 000,AZN,2024-10-05,Təmirli,Müqavilə
23509,28 May m.,3 otaqlı,3/7 mərtəbə,108 m²,240 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23510,Elmlər Akademiyası m.,3 otaqlı,10/15 mərtəbə,103 m²,290 000,AZN,2024-10-20,Təmirli,Çıxarış var
23511,Memar Əcəmi m.,2 otaqlı,5/10 mərtəbə,56 m²,145 000,AZN,2024-10-29,Təmirli,Çıxarış var
23512,Nizami m.,3 otaqlı,8/18 mərtəbə,140 m²,480 000,AZN,2024-09-26,Təmirli,Çıxarış var
23513,Nizami m.,2 otaqlı,4/17 mərtəbə,90 m²,310 000,AZN,2024-04-30,Təmirli,Çıxarış var
23514,Elmlər Akademiyası m.,3 otaqlı,10/18 mərtəbə,94 m²,360 000,AZN,2024-05-06,Təmirli,Müqavilə
23515,İnşaatçılar m.,3 otaqlı,8/19 mərtəbə,52 m²,163 000,AZN,2024-10-29,Təmirli,Çıxarış var
23516,Şah İsmayıl Xətai m.,3 otaqlı,6/19 mərtəbə,157 m²,392 500,AZN,2024-10-29,Təmirli,Çıxarış var
23517,Nərimanov r.,5 otaqlı,8/16 mərtəbə,313 m²,515 000,AZN,2024-08-21,Təmirsiz,Müqavilə
23518,28 May m.,2 otaqlı,14/16 mərtəbə,83 m²,223 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23519,28 May m.,2 otaqlı,17/17 mərtəbə,66 m²,174 000,AZN,2024-10-29,Təmirli,Çıxarış var
23520,Abşeron r.,2 otaqlı,7/18 mərtəbə,66 m²,88 000,AZN,2024-11-12,Təmirli,Müqavilə
23521,Nəsimi r.,2 otaqlı,17/17 mərtəbə,97.6 m²,312 320,AZN,2023-10-03,Təmirsiz,Çıxarış var
23522,Şah İsmayıl Xətai m.,4 otaqlı,16/24 mərtəbə,202 m²,425 000,AZN,2024-11-16,Təmirsiz,Müqavilə
23523,Nizami m.,2 otaqlı,10/16 mərtəbə,117 m²,360 360,AZN,2024-11-04,Təmirsiz,Müqavilə
23524,Elmlər Akademiyası m.,7 otaqlı,7/17 mərtəbə,300 m²,1 020 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23525,28 May m.,1 otaqlı,6/16 mərtəbə,36 m²,132 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23526,Həzi Aslanov q.,2 otaqlı,6/20 mərtəbə,51 m²,149 000,AZN,2024-10-29,Təmirli,Çıxarış var
23527,Nəriman Nərimanov m.,3 otaqlı,3/14 mərtəbə,147 m²,485 000,AZN,2024-09-21,Təmirli,Çıxarış var
23528,Lökbatan q.,2 otaqlı,5/16 mərtəbə,72 m²,89 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23529,Ağ şəhər q.,4 otaqlı,5/7 mərtəbə,214 m²,850 000,AZN,2024-10-29,Təmirli,Çıxarış var
23530,28 May m.,2 otaqlı,15/17 mərtəbə,92 m²,202 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23531,Nərimanov r.,3 otaqlı,15/17 mərtəbə,140 m²,370 000,AZN,2024-10-29,Təmirli,Çıxarış var
23532,8 Noyabr m.,2 otaqlı,7/18 mərtəbə,72 m²,159 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23533,İnşaatçılar m.,3 otaqlı,6/16 mərtəbə,130 m²,318 000,AZN,2024-10-15,Təmirli,Çıxarış var
23534,Yasamal r.,2 otaqlı,6/20 mərtəbə,103 m²,325 000,AZN,2024-02-26,Təmirli,Çıxarış var
23535,İnşaatçılar m.,2 otaqlı,12/17 mərtəbə,75 m²,198 000,AZN,2024-09-11,Təmirli,Çıxarış var
23536,8 Noyabr m.,3 otaqlı,5/19 mərtəbə,133 m²,280 000,AZN,2024-10-16,Təmirli,Çıxarış var
23537,İnşaatçılar m.,3 otaqlı,11/20 mərtəbə,92 m²,166 000,AZN,2024-09-16,Təmirli,Çıxarış var
23538,Böyükşor q.,3 otaqlı,15/15 mərtəbə,85 m²,248 000,AZN,2024-09-23,Təmirli,Çıxarış var
23539,İnşaatçılar m.,2 otaqlı,9/20 mərtəbə,65 m²,135 000,AZN,2024-09-13,Təmirli,Çıxarış var
23540,Həzi Aslanov m.,2 otaqlı,6/20 mərtəbə,53 m²,149 000,AZN,2024-10-29,Təmirli,Çıxarış var
23541,İnşaatçılar m.,2 otaqlı,1/5 mərtəbə,70 m²,120 000,AZN,2024-08-29,Təmirli,Çıxarış var
23542,İnşaatçılar m.,2 otaqlı,8/19 mərtəbə,58 m²,135 000,AZN,2024-10-29,Təmirli,Çıxarış var
23543,20 Yanvar m.,2 otaqlı,1/16 mərtəbə,55 m²,135 000,AZN,2024-04-16,Təmirli,Çıxarış var
23544,İçəri Şəhər m.,10 otaqlı,3/10 mərtəbə,320 m²,780 000,AZN,2024-07-30,Təmirli,Çıxarış var
23545,Elmlər Akademiyası m.,2 otaqlı,16/17 mərtəbə,115 m²,287 000,AZN,2024-09-27,Təmirli,Müqavilə
23546,20 Yanvar m.,2 otaqlı,2/20 mərtəbə,50 m²,125 000,AZN,2024-09-28,Təmirli,Çıxarış var
23547,Yeni Yasamal q.,2 otaqlı,7/18 mərtəbə,105 m²,130 000,AZN,2024-09-03,Təmirsiz,Müqavilə
23548,Zığ q.,2 otaqlı,11/14 mərtəbə,42.2 m²,67 520,AZN,2024-09-17,Təmirsiz,Müqavilə
23549,Nəsimi m.,2 otaqlı,14/18 mərtəbə,94 m²,217 000,AZN,2024-11-18,Təmirli,Çıxarış var
23550,Azadlıq Prospekti m.,2 otaqlı,10/16 mərtəbə,65 m²,160 000,AZN,2024-11-12,Təmirli,Çıxarış var
23551,Nəriman Nərimanov m.,4 otaqlı,10/14 mərtəbə,148 m²,395 000,AZN,2024-11-22,Təmirli,Çıxarış var
23552,8 Noyabr m.,3 otaqlı,8/18 mərtəbə,135 m²,315 000,AZN,2024-10-15,Təmirli,Çıxarış var
23553,Elmlər Akademiyası m.,3 otaqlı,8/19 mərtəbə,105 m²,250 000,AZN,2024-10-29,Təmirli,Çıxarış var
23554,20 Yanvar m.,2 otaqlı,10/17 mərtəbə,60 m²,145 000,AZN,2024-09-21,Təmirli,Çıxarış var
23555,İnşaatçılar m.,3 otaqlı,8/20 mərtəbə,115 m²,235 000,AZN,2024-10-01,Təmirli,Çıxarış var
23556,28 May m.,3 otaqlı,16/17 mərtəbə,130 m²,335 000,AZN,2024-10-24,Təmirsiz,Çıxarış var
23557,20 Yanvar m.,2 otaqlı,5/20 mərtəbə,50 m²,132 000,AZN,2024-09-12,Təmirli,Çıxarış var
23558,Buzovna q.,5 otaqlı,2/3 mərtəbə,234 m²,378 000,AZN,2024-10-29,Təmirli,Çıxarış var
23559,İnşaatçılar m.,2 otaqlı,1/18 mərtəbə,78 m²,149 000,AZN,2024-10-29,Təmirli,Çıxarış var
23560,Yasamal r.,3 otaqlı,4/22 mərtəbə,120 m²,300 000,AZN,2024-08-28,Təmirli,Çıxarış var
23561,Nəriman Nərimanov m.,3 otaqlı,15/17 mərtəbə,97 m²,250 000,AZN,2024-09-24,Təmirli,Çıxarış var
23562,Mehdiabad q.,3 otaqlı,6/6 mərtəbə,76 m²,48 500,AZN,2024-10-29,Təmirsiz,Müqavilə
23563,Yeni Günəşli q.,2 otaqlı,3/17 mərtəbə,63 m²,122 000,AZN,2024-10-29,Təmirli,Çıxarış var
23564,Nəriman Nərimanov m.,3 otaqlı,5/8 mərtəbə,110 m²,270 000,AZN,2024-10-29,Təmirli,Çıxarış var
23565,Həzi Aslanov m.,2 otaqlı,8/17 mərtəbə,55 m²,130 000,AZN,2024-10-29,Təmirli,Çıxarış var
23566,Memar Əcəmi m.,2 otaqlı,17/17 mərtəbə,58 m²,169 700,AZN,2024-09-11,Təmirli,Çıxarış var
23567,Nəriman Nərimanov m.,1 otaqlı,15/15 mərtəbə,60 m²,140 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23568,8 Noyabr m.,3 otaqlı,3/16 mərtəbə,141 m²,360 000,AZN,2024-10-09,Təmirsiz,Çıxarış var
23569,Ağ şəhər q.,2 otaqlı,1/8 mərtəbə,93 m²,400 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23570,Neftçilər m.,4 otaqlı,5/6 mərtəbə,100 m²,118 000,AZN,2024-10-29,Təmirli,Çıxarış var
23571,28 May m.,2 otaqlı,10/19 mərtəbə,97.7 m²,235 000,AZN,2024-10-24,Təmirli,Müqavilə
23572,Həzi Aslanov m.,3 otaqlı,12/16 mərtəbə,100 m²,179 000,AZN,2024-09-03,Təmirli,Çıxarış var
23573,Həzi Aslanov m.,3 otaqlı,5/9 mərtəbə,60 m²,137 000,AZN,2024-10-29,Təmirli,Müqavilə
23574,Həzi Aslanov m.,3 otaqlı,8/9 mərtəbə,75 m²,165 000,AZN,2024-10-25,Təmirli,Çıxarış var
23575,Nardaran q.,1 otaqlı,2/5 mərtəbə,40 m²,250 000,AZN,2024-10-24,Təmirli,Müqavilə
23576,İnşaatçılar m.,3 otaqlı,6/18 mərtəbə,135 m²,299 000,AZN,2024-11-03,Təmirli,Çıxarış var
23577,Nəsimi r.,3 otaqlı,9/16 mərtəbə,105 m²,340 000,AZN,2024-09-11,Təmirli,Çıxarış var
23578,Həzi Aslanov m.,3 otaqlı,11/17 mərtəbə,115 m²,232 500,AZN,2024-04-24,Təmirli,Çıxarış var
23579,Yasamal r.,3 otaqlı,7/14 mərtəbə,123.6 m²,395 360,AZN,2023-12-21,Təmirsiz,Müqavilə
23580,İnşaatçılar m.,3 otaqlı,2/19 mərtəbə,117 m²,350 000,AZN,2024-09-27,Təmirli,Çıxarış var
23581,Qaraçuxur q.,2 otaqlı,2/4 mərtəbə,54 m²,65 000,AZN,2024-10-29,Təmirli,Müqavilə
23582,Gənclik m.,3 otaqlı,10/18 mərtəbə,140 m²,375 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23583,Qara Qarayev m.,3 otaqlı,5/16 mərtəbə,94 m²,229 000,AZN,2024-10-29,Təmirli,Çıxarış var
23584,20 Yanvar m.,3 otaqlı,4/18 mərtəbə,135 m²,280 000,AZN,2024-08-29,Təmirli,Çıxarış var
23585,8 Noyabr m.,3 otaqlı,10/18 mərtəbə,139 m²,330 000,AZN,2024-10-29,Təmirli,Çıxarış var
23586,Gənclik m.,3 otaqlı,6/17 mərtəbə,116 m²,310 000,AZN,2024-10-29,Təmirli,Çıxarış var
23587,İnşaatçılar m.,3 otaqlı,20/20 mərtəbə,70 m²,125 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23588,İnşaatçılar m.,2 otaqlı,2/19 mərtəbə,58 m²,119 000,AZN,2024-10-29,Təmirli,Müqavilə
23589,Masazır q.,2 otaqlı,3/5 mərtəbə,72 m²,65 000,AZN,2024-10-29,Təmirli,Müqavilə
23590,8 Noyabr m.,3 otaqlı,14/17 mərtəbə,136 m²,269 000,AZN,2024-08-29,Təmirli,Çıxarış var
23591,Ağ şəhər q.,5 otaqlı,19/20 mərtəbə,442 m²,1 860 000,AZN,2024-10-29,Təmirli,Müqavilə
23592,Nəriman Nərimanov m.,5 otaqlı,14/14 mərtəbə,166 m²,531 000,AZN,2024-10-29,Təmirsiz,Müqavilə
23593,Həzi Aslanov m.,3 otaqlı,17/17 mərtəbə,118 m²,213 000,AZN,2024-07-29,Təmirli,Çıxarış var
23594,Azadlıq Prospekti m.,4 otaqlı,12/16 mərtəbə,100 m²,260 000,AZN,2022-10-06,Təmirli,Çıxarış var
23595,Əhmədli q.,3 otaqlı,3/20 mərtəbə,108 m²,210 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23596,Masazır q.,3 otaqlı,5/11 mərtəbə,74 m²,88 000,AZN,2024-10-29,Təmirli,Müqavilə
23597,Nəsimi r.,3 otaqlı,12/16 mərtəbə,105 m²,350 000,AZN,2024-06-22,Təmirli,Çıxarış var
23598,28 May m.,2 otaqlı,12/17 mərtəbə,97 m²,230 000,AZN,2024-04-06,Təmirsiz,Müqavilə
23599,Xətai r.,3 otaqlı,4/16 mərtəbə,95 m²,205 000,AZN,2024-09-28,Təmirli,Müqavilə
23600,Nərimanov r.,4 otaqlı,16/20 mərtəbə,175 m²,350 000,AZN,2024-10-26,Təmirli,Çıxarış var
23601,İnşaatçılar m.,2 otaqlı,9/18 mərtəbə,66 m²,132 000,AZN,2024-10-29,Təmirli,Müqavilə
23602,Həzi Aslanov m.,3 otaqlı,16/17 mərtəbə,105 m²,197 800,AZN,2024-10-29,Təmirli,Çıxarış var
23603,Yasamal r.,3 otaqlı,3/16 mərtəbə,129.9 m²,187 200,AZN,2024-10-29,Təmirsiz,Müqavilə
23604,Elmlər Akademiyası m.,3 otaqlı,8/10 mərtəbə,140 m²,440 000,AZN,2024-11-20,Təmirli,Çıxarış var
23605,İnşaatçılar m.,2 otaqlı,15/19 mərtəbə,60 m²,209 000,AZN,2024-11-19,Təmirli,Çıxarış var
23606,Nəriman Nərimanov m.,3 otaqlı,8/19 mərtəbə,129 m²,235 000,AZN,2024-09-28,Təmirli,Çıxarış var
23607,Neftçilər m.,2 otaqlı,9/11 mərtəbə,52 m²,133 000,AZN,2024-11-09,Təmirli,Müqavilə
23608,Memar Əcəmi m.,2 otaqlı,11/17 mərtəbə,56 m²,165 000,AZN,2024-10-27,Təmirli,Çıxarış var
23609,Şah İsmayıl Xətai m.,2 otaqlı,12/18 mərtəbə,90.8 m²,330 000,AZN,2024-07-30,Təmirli,Çıxarış var
23610,Nəriman Nərimanov m.,3 otaqlı,14/15 mərtəbə,100 m²,340 000,AZN,2024-08-28,Təmirsiz,Müqavilə
23611,Nəriman Nərimanov m.,3 otaqlı,8/14 mərtəbə,110 m²,295 000,AZN,2024-10-29,Təmirli,Çıxarış var
23612,İnşaatçılar m.,3 otaqlı,8/18 mərtəbə,116 m²,208 000,AZN,2024-09-28,Təmirli,Müqavilə
23613,Şah İsmayıl Xətai m.,3 otaqlı,14/16 mərtəbə,100 m²,340 000,AZN,2024-05-24,Təmirli,Müqavilə
23614,8 Noyabr m.,2 otaqlı,12/27 mərtəbə,65 m²,190 000,AZN,2024-08-30,Təmirli,Çıxarış var
23615,İnşaatçılar m.,3 otaqlı,16/17 mərtəbə,110 m²,260 000,AZN,2024-09-11,Təmirli,Çıxarış var
23616,Nəsimi r.,3 otaqlı,17/18 mərtəbə,146 m²,420 000,AZN,2024-07-13,Təmirli,Çıxarış var
23617,Həzi Aslanov m.,2 otaqlı,5/19 mərtəbə,88 m²,195 000,AZN,2024-10-29,Təmirli,Çıxarış var
23618,Nəsimi r.,3 otaqlı,10/16 mərtəbə,120 m²,350 000,AZN,2024-10-29,Təmirli,Çıxarış var
23619,Nərimanov r.,5 otaqlı,4/10 mərtəbə,400 m²,1 800 000,AZN,2024-10-29,Təmirli,Çıxarış var
23620,Binəqədi q.,3 otaqlı,3/4 mərtəbə,65 m²,89 000,AZN,2024-05-16,Təmirli,Çıxarış var
23621,Şah İsmayıl Xətai m.,3 otaqlı,3/16 mərtəbə,117 m²,285 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
23622,Azadlıq Prospekti m.,3 otaqlı,16/17 mərtəbə,115 m²,255 000,AZN,2024-07-11,Təmirli,Müqavilə
23623,İnşaatçılar m.,2 otaqlı,3/19 mərtəbə,70 m²,123 000,AZN,2024-10-29,Təmirli,Çıxarış var
23624,Nərimanov r.,3 otaqlı,3/18 mərtəbə,118 m²,365 000,AZN,2024-10-29,Təmirli,Çıxarış var
23625,Həzi Aslanov m.,2 otaqlı,13/16 mərtəbə,65 m²,127 000,AZN,2024-10-29,Təmirli,Çıxarış var
23626,Ağ şəhər q.,3 otaqlı,4/7 mərtəbə,129 m²,477 000,AZN,2024-08-17,Təmirsiz,Müqavilə
23627,8 Noyabr m.,3 otaqlı,4/16 mərtəbə,140 m²,365 000,AZN,2024-09-17,Təmirli,Çıxarış var
23628,Memar Əcəmi m.,3 otaqlı,16/16 mərtəbə,97 m²,165 000,AZN,2024-09-19,Təmirsiz,Müqavilə
23629,Səbail r.,4 otaqlı,4/17 mərtəbə,154 m²,345 000,AZN,2024-10-29,Təmirli,Çıxarış var
23630,Nəsimi r.,3 otaqlı,16/17 mərtəbə,100 m²,285 000,AZN,2024-08-29,Təmirli,Çıxarış var
23631,Memar Əcəmi m.,1 otaqlı,15/17 mərtəbə,65 m²,185 000,AZN,2024-09-28,Təmirli,Çıxarış var
23632,Elmlər Akademiyası m.,2 otaqlı,7/18 mərtəbə,110.2 m²,418 684,AZN,2023-12-27,Təmirsiz,Çıxarış var
23633,Gənclik m.,3 otaqlı,18/22 mərtəbə,150 m²,385 000,AZN,2024-09-09,Təmirli,Çıxarış var
23634,Elmlər Akademiyası m.,4 otaqlı,3/18 mərtəbə,150 m²,465 000,AZN,2024-11-10,Təmirli,Çıxarış var
23635,8 Noyabr m.,2 otaqlı,15/19 mərtəbə,66 m²,185 000,AZN,2024-11-22,Təmirli,Müqavilə
23636,20 Yanvar m.,2 otaqlı,20/20 mərtəbə,47.1 m²,124 000,AZN,2024-08-29,Təmirli,Çıxarış var
23637,Qara Qarayev m.,3 otaqlı,2/20 mərtəbə,110 m²,242 000,AZN,2024-09-27,Təmirli,Çıxarış var
23638,Nərimanov r.,4 otaqlı,15/20 mərtəbə,170 m²,350 000,AZN,2024-10-29,Təmirli,Çıxarış var
23639,Xətai r.,4 otaqlı,2/16 mərtəbə,120 m²,280 000,AZN,2024-02-22,Təmirli,Çıxarış var
23640,Xətai r.,2 otaqlı,9/10 mərtəbə,73 m²,142 000,AZN,2023-12-24,Təmirli,Müqavilə
23641,20 Yanvar m.,3 otaqlı,7/20 mərtəbə,95.1 m²,230 000,AZN,2024-09-28,Təmirli,Çıxarış var
23642,Yasamal r.,2 otaqlı,14/27 mərtəbə,100 m²,246 000,AZN,2024-08-29,Təmirsiz,Çıxarış var
23643,Nəsimi r.,2 otaqlı,4/5 mərtəbə,75 m²,225 000,AZN,2024-10-29,Təmirli,Çıxarış var
23644,İnşaatçılar m.,2 otaqlı,2/12 mərtəbə,90 m²,170 000,AZN,2024-06-30,Təmirli,Çıxarış var
23645,Nəsimi r.,3 otaqlı,5/17 mərtəbə,138 m²,480 000,AZN,2024-10-29,Təmirli,Çıxarış var
23646,Yeni Yasamal q.,3 otaqlı,20/21 mərtəbə,105 m²,155 000,AZN,2024-08-28,Təmirli,Çıxarış var
23647,Şah İsmayıl Xətai m.,4 otaqlı,5/16 mərtəbə,275 m²,1 700 000,AZN,2024-04-11,Təmirli,Çıxarış var
23648,Neftçilər m.,3 otaqlı,2/11 mərtəbə,160 m²,355 000,AZN,2024-09-27,Təmirli,Çıxarış var
23649,Nəsimi r.,3 otaqlı,3/10 mərtəbə,156 m²,560 000,AZN,2024-10-29,Təmirli,Müqavilə
23650,Qara Qarayev m.,4 otaqlı,4/10 mərtəbə,133 m²,288 000,AZN,2024-08-28,Təmirli,Çıxarış var
23651,Nərimanov r.,3 otaqlı,12/16 mərtəbə,134.2 m²,255 000,AZN,2024-08-29,Təmirsiz,Müqavilə
23652,28 May m.,2 otaqlı,7/11 mərtəbə,62 m²,210 000,AZN,2024-10-29,Təmirli,Müqavilə
23653,Neftçilər m.,3 otaqlı,5/5 mərtəbə,40 m²,93 000,AZN,2024-09-09,Təmirli,Müqavilə
23654,Neftçilər m.,2 otaqlı,5/14 mərtəbə,52 m²,137 000,AZN,2024-09-27,Təmirli,Çıxarış var
23655,Şah İsmayıl Xətai m.,4 otaqlı,6/18 mərtəbə,160 m²,410 000,AZN,2024-10-28,Təmirli,Çıxarış var
23656,Qara Qarayev m.,3 otaqlı,10/17 mərtəbə,119 m²,260 000,AZN,2024-09-28,Təmirli,Çıxarış var
23657,Ağ şəhər q.,4 otaqlı,7/8 mərtəbə,221 m²,680 000,AZN,2024-10-05,Təmirsiz,Müqavilə
23658,8-ci mikrorayon q.,2 otaqlı,16/18 mərtəbə,65 m²,167 000,AZN,2024-10-29,Təmirli,Çıxarış var
23659,Binəqədi q.,2 otaqlı,10/17 mərtəbə,50 m²,139 500,AZN,2024-10-29,Təmirli,Çıxarış var
23660,Nərimanov r.,4 otaqlı,6/7 mərtəbə,155 m²,444 000,AZN,2024-11-19,Təmirli,Çıxarış var
23661,Əhmədli q.,3 otaqlı,3/6 mərtəbə,100 m²,215 000,AZN,2024-10-07,Təmirli,Çıxarış var
23662,Elmlər Akademiyası m.,5 otaqlı,4/21 mərtəbə,258 m²,780 000,AZN,2024-09-13,Təmirli,Müqavilə
23663,Gənclik m.,4 otaqlı,13/19 mərtəbə,179 m²,572 800,AZN,2024-11-16,Təmirli,Çıxarış var
23664,Nəriman Nərimanov m.,6 otaqlı,1/5 mərtəbə,300 m²,300 000,AZN,2024-10-29,Təmirli,Çıxarış var
23665,Nəriman Nərimanov m.,2 otaqlı,14/14 mərtəbə,67 m²,209 000,AZN,2024-10-29,Təmirli,Çıxarış var
23666,Şah İsmayıl Xətai m.,3 otaqlı,3/17 mərtəbə,160 m²,310 000,AZN,2024-10-29,Təmirli,Çıxarış var
23667,8 Noyabr m.,3 otaqlı,25/27 mərtəbə,105 m²,375 000,AZN,2024-04-02,Təmirli,Çıxarış var
23668,Şah İsmayıl Xətai m.,2 otaqlı,16/19 mərtəbə,68 m²,229 000,AZN,2024-10-28,Təmirli,Müqavilə
23669,Nəsimi r.,3 otaqlı,17/19 mərtəbə,123 m²,368 000,AZN,2024-09-29,Təmirli,Müqavilə
23670,Nərimanov r.,3 otaqlı,10/14 mərtəbə,105 m²,325 000,AZN,2024-07-29,Təmirli,Müqavilə
23671,28 May m.,3 otaqlı,3/17 mərtəbə,120 m²,286 000,AZN,2024-08-06,Təmirsiz,Müqavilə
23672,Bayıl q.,2 otaqlı,17/19 mərtəbə,95 m²,222 000,AZN,2024-06-27,Təmirsiz,Çıxarış var
23673,Xətai r.,2 otaqlı,15/19 mərtəbə,58 m²,150 000,AZN,2024-10-29,Təmirli,Çıxarış var
23674,Nəsimi r.,4 otaqlı,5/16 mərtəbə,157 m²,580 000,AZN,2024-07-28,Təmirli,Çıxarış var
23675,Elmlər Akademiyası m.,3 otaqlı,17/19 mərtəbə,124 m²,299 000,AZN,2024-09-18,Təmirli,Müqavilə
23676,Badamdar q.,2 otaqlı,9/17 mərtəbə,99 m²,235 000,AZN,2024-09-06,Təmirli,Çıxarış var
23677,Binəqədi r.,3 otaqlı,8/16 mərtəbə,116 m²,295 000,AZN,2024-10-29,Təmirli,Çıxarış var
23678,Nəriman Nərimanov m.,2 otaqlı,14/17 mərtəbə,75 m²,268 000,AZN,2024-09-21,Təmirli,Müqavilə
23679,Əhmədli m.,2 otaqlı,2/6 mərtəbə,56 m²,132 000,AZN,2024-10-29,Təmirli,Çıxarış var
23680,Nəriman Nərimanov m.,4 otaqlı,3/17 mərtəbə,174 m²,320 000,AZN,2023-11-01,Təmirsiz,Müqavilə
23681,Gənclik m.,3 otaqlı,14/17 mərtəbə,140 m²,379 000,AZN,2024-07-13,Təmirli,Çıxarış var
23682,Nəriman Nərimanov m.,3 otaqlı,12/16 mərtəbə,117 m²,370 000,AZN,2024-10-15,Təmirli,Çıxarış var
23683,9-cu mikrorayon q.,4 otaqlı,6/18 mərtəbə,140 m²,290 000,AZN,2024-10-29,Təmirli,Müqavilə
23684,İnşaatçılar m.,2 otaqlı,8/17 mərtəbə,80 m²,172 000,AZN,2024-10-29,Təmirli,Çıxarış var
23685,Ağ şəhər q.,3 otaqlı,4/8 mərtəbə,135 m²,534 000,AZN,2024-09-25,Təmirsiz,Çıxarış var
23686,Masazır q.,2 otaqlı,1/4 mərtəbə,54 m²,75 000,AZN,2024-10-28,Təmirli,Müqavilə
23687,Həzi Aslanov m.,2 otaqlı,4/15 mərtəbə,51 m²,149 000,AZN,2024-10-28,Təmirli,Çıxarış var
23688,20 Yanvar m.,3 otaqlı,2/20 mərtəbə,68 m²,168 000,AZN,2024-05-04,Təmirli,Çıxarış var
23689,İnşaatçılar m.,2 otaqlı,11/20 mərtəbə,103 m²,217 000,AZN,2024-11-15,Təmirli,Müqavilə
23690,Nərimanov r.,4 otaqlı,5/18 mərtəbə,165 m²,407 000,AZN,2024-10-24,Təmirli,Çıxarış var
23691,Massiv D q.,2 otaqlı,2/10 mərtəbə,73 m²,121 000,AZN,2024-08-31,Təmirli,Çıxarış var
23692,Elmlər Akademiyası m.,3 otaqlı,13/17 mərtəbə,136 m²,455 000,AZN,2024-10-28,Təmirli,Çıxarış var
23693,Nərimanov r.,2 otaqlı,3/16 mərtəbə,65 m²,137 000,AZN,2024-10-25,Təmirsiz,Müqavilə
23694,Nəriman Nərimanov m.,3 otaqlı,5/18 mərtəbə,121 m²,288 000,AZN,2024-05-24,Təmirsiz,Müqavilə
23695,Şah İsmayıl Xətai m.,3 otaqlı,11/20 mərtəbə,142 m²,390 000,AZN,2024-10-28,Təmirli,Çıxarış var
23696,Memar Əcəmi m.,4 otaqlı,13/17 mərtəbə,120 m²,230 000,AZN,2024-09-26,Təmirli,Çıxarış var
23697,Nizami m.,2 otaqlı,9/16 mərtəbə,55 m²,225 000,AZN,2024-10-14,Təmirli,Müqavilə
23698,Köhnə Günəşli q.,3 otaqlı,12/17 mərtəbə,108 m²,175 000,AZN,2024-10-28,Təmirli,Çıxarış var
23699,Memar Əcəmi m.,2 otaqlı,4/17 mərtəbə,50 m²,175 000,AZN,2024-10-28,Təmirli,Çıxarış var
23700,20 Yanvar m.,3 otaqlı,4/7 mərtəbə,83 m²,210 000,AZN,2024-10-28,Təmirli,Müqavilə
23701,Əhmədli m.,2 otaqlı,16/16 mərtəbə,80 m²,135 000,AZN,2024-10-28,Təmirli,Müqavilə
23702,7-ci mikrorayon q.,3 otaqlı,6/16 mərtəbə,90 m²,229 000,AZN,2024-10-28,Təmirli,Çıxarış var
23703,İnşaatçılar m.,2 otaqlı,3/16 mərtəbə,80 m²,198 000,AZN,2024-10-28,Təmirli,Çıxarış var
23704,Elmlər Akademiyası m.,3 otaqlı,6/18 mərtəbə,153 m²,367 000,AZN,2024-08-27,Təmirsiz,Müqavilə
23705,Xətai r.,4 otaqlı,14/18 mərtəbə,220 m²,460 000,AZN,2024-09-28,Təmirsiz,Müqavilə
23706,Neftçilər m.,4 otaqlı,8/17 mərtəbə,140 m²,230 000,AZN,2024-10-28,Təmirli,Müqavilə
23707,8 Noyabr m.,3 otaqlı,9/27 mərtəbə,148 m²,415 000,AZN,2024-08-29,Təmirli,Çıxarış var
23708,Masazır q.,2 otaqlı,10/14 mərtəbə,61 m²,69 500,AZN,2024-10-28,Təmirli,Müqavilə
23709,28 May m.,4 otaqlı,12/15 mərtəbə,266 m²,740 000,AZN,2024-09-02,Təmirli,Çıxarış var
23710,28 May m.,4 otaqlı,5/17 mərtəbə,231.5 m²,840 000,AZN,2024-10-28,Təmirli,Çıxarış var
